country,region,source,type,savings,cost
United Arab Emirates,Middle East,Downstream oil,Downstream LDAR,0.05000000074505806,-1.8600000143051147
United Arab Emirates,Middle East,Downstream gas,Downstream LDAR,33.33000183105469,-1.8600000143051147
United States,North America,Offshore oil,Replace compressor seal or rod,0.029999999329447746,-1.8600000143051147
United States,North America,Offshore gas,Replace compressor seal or rod,0.019999999552965164,-1.8600000143051147
Australia,Asia Pacific,Downstream gas,Replace with electric motor,3.799999952316284,-1.850000023841858
Norway,Europe,Offshore oil,Upstream LDAR,0.3799999952316284,-1.840000033378601
Norway,Europe,Offshore gas,Upstream LDAR,1.899999976158142,-1.840000033378601
United States,North America,Offshore gas,Replace with instrument air systems,3.1500000953674316,-1.840000033378601
United States,North America,Offshore oil,Replace with instrument air systems,13.8100004196167,-1.840000033378601
United States,North America,Downstream gas,Replace with instrument air systems,9.359999656677246,-1.840000033378601
Turkmenistan,Russia & Caspian,Onshore conventional gas,Upstream LDAR,68.62999725341797,-1.8300000429153442
Turkmenistan,Russia & Caspian,Onshore conventional oil,Upstream LDAR,2.5799999237060547,-1.8300000429153442
Uzbekistan,Russia & Caspian,Onshore conventional oil,Upstream LDAR,0.5799999833106995,-1.8300000429153442
Uzbekistan,Russia & Caspian,Onshore conventional gas,Upstream LDAR,19.81999969482422,-1.8300000429153442
Kazakhstan,Russia & Caspian,Onshore conventional gas,Upstream LDAR,10.4399995803833,-1.8300000429153442
Kazakhstan,Russia & Caspian,Onshore conventional oil,Upstream LDAR,6.340000152587891,-1.8300000429153442
Azerbaijan,Russia & Caspian,Onshore conventional oil,Upstream LDAR,0.05999999865889549,-1.8300000429153442
Azerbaijan,Russia & Caspian,Onshore conventional gas,Upstream LDAR,0.05000000074505806,-1.8300000429153442
Australia,Asia Pacific,Onshore conventional gas,Replace with electric motor,1.6100000143051147,-1.809999942779541
Australia,Asia Pacific,Unconventional gas,Replace with electric motor,17.40999984741211,-1.809999942779541
Brazil,Central and South America,Onshore conventional gas,Replace with electric motor,2.549999952316284,-1.7999999523162842
Democratic Republic of Congo,Africa,Offshore oil,Vapour recovery units,0.019999999552965164,-1.7899999618530273
Cuba,Central and South America,Onshore conventional gas,Replace with electric motor,0.49000000953674316,-1.7599999904632568
Democratic Republic of Congo,Africa,Offshore gas,Other,0.09000000357627869,-1.75
Egypt,Africa,Unconventional gas,Replace with instrument air systems,2.4200000762939453,-1.7400000095367432
Egypt,Africa,Onshore conventional gas,Replace with instrument air systems,12.109999656677246,-1.7400000095367432
Algeria,Africa,Unconventional gas,Replace with instrument air systems,3.0299999713897705,-1.7400000095367432
Algeria,Africa,Onshore conventional gas,Replace with instrument air systems,104.91999816894531,-1.7400000095367432
Libya,Africa,Onshore conventional gas,Replace with instrument air systems,19.600000381469727,-1.7400000095367432
Tunisia,Africa,Onshore conventional gas,Replace with instrument air systems,1.1399999856948853,-1.7400000095367432
Tunisia,Africa,Onshore conventional oil,Replace with instrument air systems,2.240000009536743,-1.7300000190734863
Tunisia,Africa,Downstream oil,Downstream LDAR,0.009999999776482582,-1.7300000190734863
Tunisia,Africa,Downstream gas,Downstream LDAR,4.489999771118164,-1.7300000190734863
Saudi Arabia,Middle East,Offshore oil,Upstream LDAR,7.119999885559082,-1.7300000190734863
Saudi Arabia,Middle East,Offshore gas,Upstream LDAR,7.639999866485596,-1.7300000190734863
Oman,Middle East,Offshore gas,Upstream LDAR,0.009999999776482582,-1.7300000190734863
Oman,Middle East,Offshore oil,Upstream LDAR,0.05999999865889549,-1.7300000190734863
Qatar,Middle East,Offshore oil,Upstream LDAR,2.7699999809265137,-1.7300000190734863
Qatar,Middle East,Offshore gas,Upstream LDAR,32.93000030517578,-1.7300000190734863
United Arab Emirates,Middle East,Offshore oil,Upstream LDAR,4.039999961853027,-1.7300000190734863
United Arab Emirates,Middle East,Offshore gas,Upstream LDAR,4.46999979019165,-1.7300000190734863
Libya,Africa,Onshore conventional oil,Replace with instrument air systems,165.1999969482422,-1.7300000190734863
Libya,Africa,Downstream oil,Downstream LDAR,0.029999999329447746,-1.7300000190734863
Libya,Africa,Downstream gas,Downstream LDAR,10.6899995803833,-1.7300000190734863
Kuwait,Middle East,Offshore oil,Upstream LDAR,0.20999999344348907,-1.7300000190734863
Iran,Middle East,Offshore oil,Upstream LDAR,6.380000114440918,-1.7300000190734863
Iran,Middle East,Offshore gas,Upstream LDAR,54.209999084472656,-1.7300000190734863
Jordan,Middle East,Offshore oil,Upstream LDAR,0.12999999523162842,-1.7300000190734863
Algeria,Africa,Onshore conventional oil,Replace with instrument air systems,165.97000122070312,-1.7300000190734863
Algeria,Africa,Downstream oil,Downstream LDAR,0.05999999865889549,-1.7300000190734863
Algeria,Africa,Downstream gas,Downstream LDAR,48.0099983215332,-1.7300000190734863
Egypt,Africa,Onshore conventional oil,Replace with instrument air systems,28.209999084472656,-1.7300000190734863
Egypt,Africa,Downstream oil,Downstream LDAR,0.09000000357627869,-1.7300000190734863
Egypt,Africa,Downstream gas,Downstream LDAR,51.099998474121094,-1.7300000190734863
Brazil,Central and South America,Downstream gas,Replace with electric motor,9.09000015258789,-1.7100000381469727
Germany,Europe,Unconventional gas,Install plunger,0.029999999329447746,-1.7100000381469727
Germany,Europe,Onshore conventional gas,Install plunger,0.11999999731779099,-1.7100000381469727
New Zealand,Asia Pacific,Offshore gas,Upstream LDAR,0.3199999928474426,-1.690000057220459
New Zealand,Asia Pacific,Offshore oil,Upstream LDAR,0.03999999910593033,-1.690000057220459
Other countries in Southeast Asia,Asia Pacific,Downstream oil,Downstream LDAR,0.05000000074505806,-1.6799999475479126
Malaysia,Asia Pacific,Downstream gas,Downstream LDAR,4.369999885559082,-1.6799999475479126
Malaysia,Asia Pacific,Downstream oil,Downstream LDAR,0.009999999776482582,-1.6799999475479126
Brunei,Asia Pacific,Downstream gas,Downstream LDAR,0.3700000047683716,-1.6799999475479126
Vietnam,Asia Pacific,Downstream gas,Downstream LDAR,1.5299999713897705,-1.6799999475479126
Vietnam,Asia Pacific,Downstream oil,Downstream LDAR,0.009999999776482582,-1.6799999475479126
Philippines,Asia Pacific,Downstream gas,Downstream LDAR,0.6299999952316284,-1.6799999475479126
Philippines,Asia Pacific,Downstream oil,Downstream LDAR,0.009999999776482582,-1.6799999475479126
Other countries in Southeast Asia,Asia Pacific,Downstream gas,Downstream LDAR,2.9000000953674316,-1.6799999475479126
Thailand,Asia Pacific,Downstream gas,Downstream LDAR,10.149999618530273,-1.6799999475479126
Thailand,Asia Pacific,Downstream oil,Downstream LDAR,0.05000000074505806,-1.6799999475479126
Cuba,Central and South America,Downstream gas,Replace with electric motor,0.20000000298023224,-1.6699999570846558
Ghana,Africa,Offshore gas,Replace with instrument air systems,0.47999998927116394,-1.6699999570846558
Gabon,Africa,Downstream gas,Downstream LDAR,0.4300000071525574,-1.659999966621399
Ghana,Africa,Downstream oil,Downstream LDAR,0.009999999776482582,-1.659999966621399
Ghana,Africa,Downstream gas,Downstream LDAR,0.7799999713897705,-1.659999966621399
Cote d'Ivoire,Africa,Downstream oil,Downstream LDAR,0.009999999776482582,-1.659999966621399
Cote d'Ivoire,Africa,Downstream gas,Downstream LDAR,1.7200000286102295,-1.659999966621399
Liberia,Africa,Downstream oil,Downstream LDAR,0.019999999552965164,-1.659999966621399
Kenya,Africa,Downstream oil,Downstream LDAR,0.009999999776482582,-1.659999966621399
Kenya,Africa,Downstream gas,Downstream LDAR,3.2200000286102295,-1.659999966621399
Nigeria,Africa,Downstream oil,Downstream LDAR,0.09000000357627869,-1.659999966621399
Nigeria,Africa,Downstream gas,Downstream LDAR,23.440000534057617,-1.659999966621399
Mozambique,Africa,Downstream oil,Downstream LDAR,0.009999999776482582,-1.659999966621399
Mozambique,Africa,Downstream gas,Downstream LDAR,0.699999988079071,-1.659999966621399
Namibia,Africa,Downstream oil,Downstream LDAR,0.019999999552965164,-1.659999966621399
Namibia,Africa,Downstream gas,Downstream LDAR,0.8500000238418579,-1.659999966621399
Congo,Africa,Downstream gas,Downstream LDAR,0.6200000047683716,-1.659999966621399
Cameroon,Africa,Downstream oil,Downstream LDAR,0.009999999776482582,-1.659999966621399
Cameroon,Africa,Downstream gas,Downstream LDAR,0.5799999833106995,-1.659999966621399
Equatorial Guinea,Africa,Downstream gas,Downstream LDAR,2.4100000858306885,-1.659999966621399
Ethiopia,Africa,Downstream oil,Downstream LDAR,0.009999999776482582,-1.659999966621399
Benin,Africa,Downstream gas,Downstream LDAR,0.029999999329447746,-1.659999966621399
Angola,Africa,Downstream oil,Downstream LDAR,0.019999999552965164,-1.659999966621399
Angola,Africa,Downstream gas,Downstream LDAR,0.8199999928474426,-1.659999966621399
Tanzania,Africa,Downstream gas,Downstream LDAR,24.950000762939453,-1.659999966621399
Tanzania,Africa,Downstream oil,Downstream LDAR,0.07000000029802322,-1.659999966621399
Togo,Africa,Downstream gas,Downstream LDAR,0.019999999552965164,-1.659999966621399
Seychelles,Africa,Downstream oil,Downstream LDAR,0.009999999776482582,-1.659999966621399
Seychelles,Africa,Downstream gas,Downstream LDAR,4.099999904632568,-1.659999966621399
Sierra Leone,Africa,Downstream oil,Downstream LDAR,0.019999999552965164,-1.659999966621399
Sierra Leone,Africa,Downstream gas,Downstream LDAR,2.180000066757202,-1.659999966621399
Sudan,Africa,Downstream oil,Downstream LDAR,0.019999999552965164,-1.659999966621399
Somalia,Africa,Downstream oil,Downstream LDAR,0.029999999329447746,-1.659999966621399
Somalia,Africa,Downstream gas,Downstream LDAR,0.019999999552965164,-1.659999966621399
Tanzania,Africa,Onshore conventional gas,Replace with instrument air systems,0.20000000298023224,-1.6100000143051147
Tanzania,Africa,Unconventional gas,Replace with instrument air systems,0.20000000298023224,-1.6100000143051147
Angola,Africa,Onshore conventional gas,Replace with instrument air systems,3.2100000381469727,-1.6100000143051147
Nigeria,Africa,Onshore conventional gas,Replace with instrument air systems,41.970001220703125,-1.6100000143051147
Nigeria,Africa,Onshore conventional oil,Replace with instrument air systems,64.98999786376953,-1.600000023841858
Mozambique,Africa,Onshore conventional gas,Replace with instrument air systems,6.5,-1.600000023841858
Gabon,Africa,Onshore conventional gas,Replace with instrument air systems,0.4099999964237213,-1.600000023841858
Gabon,Africa,Onshore conventional oil,Replace with instrument air systems,13.260000228881836,-1.600000023841858
Ghana,Africa,Onshore conventional oil,Replace with instrument air systems,0.4699999988079071,-1.600000023841858
Ghana,Africa,Unconventional oil,Replace with instrument air systems,0.4699999988079071,-1.600000023841858
Germany,Europe,Onshore conventional oil,Upstream LDAR,0.05000000074505806,-1.600000023841858
Germany,Europe,Onshore conventional gas,Upstream LDAR,1.059999942779541,-1.600000023841858
Germany,Europe,Unconventional gas,Upstream LDAR,0.2199999988079071,-1.600000023841858
Angola,Africa,Onshore conventional oil,Replace with instrument air systems,1.3300000429153442,-1.600000023841858
Cameroon,Africa,Onshore conventional gas,Replace with instrument air systems,0.09000000357627869,-1.600000023841858
Democratic Republic of Congo,Africa,Unconventional oil,Replace with instrument air systems,1.4500000476837158,-1.600000023841858
Democratic Republic of Congo,Africa,Offshore gas,Replace with instrument air systems,1.4500000476837158,-1.600000023841858
Democratic Republic of Congo,Africa,Onshore conventional oil,Replace with instrument air systems,1.4500000476837158,-1.600000023841858
Chad,Africa,Onshore conventional oil,Replace with instrument air systems,5.929999828338623,-1.600000023841858
Congo,Africa,Onshore conventional gas,Replace with instrument air systems,0.30000001192092896,-1.600000023841858
Congo,Africa,Onshore conventional oil,Replace with instrument air systems,3.3499999046325684,-1.600000023841858
Sudan,Africa,Onshore conventional oil,Replace with instrument air systems,7.630000114440918,-1.600000023841858
South Sudan,Africa,Onshore conventional oil,Replace with instrument air systems,10.399999618530273,-1.600000023841858
Angola,Africa,Offshore oil,Vapour recovery units,36.540000915527344,-1.5800000429153442
Russia,Russia & Caspian,Onshore conventional oil,Replace with instrument air systems,653.9099731445312,-1.5700000524520874
Russia,Russia & Caspian,Onshore conventional gas,Replace with instrument air systems,794.1599731445312,-1.5700000524520874
Tunisia,Africa,Offshore gas,Upstream LDAR,0.17000000178813934,-1.559999942779541
Tunisia,Africa,Offshore oil,Upstream LDAR,0.07000000029802322,-1.559999942779541
Egypt,Africa,Offshore gas,Upstream LDAR,13.770000457763672,-1.559999942779541
Egypt,Africa,Offshore oil,Upstream LDAR,1.2699999809265137,-1.559999942779541
Libya,Africa,Offshore gas,Upstream LDAR,3,-1.559999942779541
Libya,Africa,Offshore oil,Upstream LDAR,0.9100000262260437,-1.559999942779541
Kuwait,Middle East,Onshore conventional gas,Install plunger,0.49000000953674316,-1.5399999618530273
Iran,Middle East,Onshore conventional gas,Install plunger,5.170000076293945,-1.5399999618530273
Iraq,Middle East,Onshore conventional gas,Install plunger,0.7699999809265137,-1.5399999618530273
Bahrain,Middle East,Onshore conventional gas,Install plunger,0.6499999761581421,-1.5399999618530273
Syria,Middle East,Onshore conventional gas,Install plunger,0.07999999821186066,-1.5399999618530273
Saudi Arabia,Middle East,Onshore conventional gas,Install plunger,1.1799999475479126,-1.5399999618530273
Saudi Arabia,Middle East,Unconventional gas,Install plunger,0.18000000715255737,-1.5399999618530273
Oman,Middle East,Onshore conventional gas,Install plunger,1.1100000143051147,-1.5399999618530273
Oman,Middle East,Unconventional gas,Install plunger,0.800000011920929,-1.5399999618530273
Qatar,Middle East,Onshore conventional gas,Install plunger,0.05999999865889549,-1.5399999618530273
Yemen,Middle East,Onshore conventional gas,Install plunger,0.009999999776482582,-1.5399999618530273
United Arab Emirates,Middle East,Onshore conventional gas,Install plunger,1.3700000047683716,-1.5399999618530273
Brazil,Central and South America,Downstream gas,Other,14.489999771118164,-1.5299999713897705
Benin,Africa,Offshore oil,Replace with electric motor,0.009999999776482582,-1.5099999904632568
Italy,Europe,Onshore conventional oil,Upstream LDAR,0.20000000298023224,-1.4900000095367432
Italy,Europe,Onshore conventional gas,Upstream LDAR,0.28999999165534973,-1.4900000095367432
United Kingdom,Europe,Unconventional gas,Upstream LDAR,0.009999999776482582,-1.4900000095367432
United Kingdom,Europe,Onshore conventional oil,Upstream LDAR,0.029999999329447746,-1.4900000095367432
Sierra Leone,Africa,Offshore gas,Upstream LDAR,0.10000000149011612,-1.4800000190734863
Sierra Leone,Africa,Offshore oil,Upstream LDAR,0.019999999552965164,-1.4800000190734863
Tanzania,Africa,Offshore gas,Upstream LDAR,0.009999999776482582,-1.4800000190734863
Cote d'Ivoire,Africa,Offshore oil,Upstream LDAR,0.12999999523162842,-1.4800000190734863
Cote d'Ivoire,Africa,Offshore gas,Upstream LDAR,0.8500000238418579,-1.4800000190734863
Gabon,Africa,Offshore oil,Upstream LDAR,0.7699999809265137,-1.4800000190734863
Gabon,Africa,Offshore gas,Upstream LDAR,0.009999999776482582,-1.4800000190734863
Ghana,Africa,Offshore oil,Upstream LDAR,0.3799999952316284,-1.4800000190734863
Ghana,Africa,Offshore gas,Upstream LDAR,0.4399999976158142,-1.4800000190734863
Malaysia,Asia Pacific,Onshore conventional oil,Early replacement of devices,0.03999999910593033,-1.4800000190734863
Nigeria,Africa,Offshore oil,Upstream LDAR,8.430000305175781,-1.4800000190734863
Nigeria,Africa,Offshore gas,Upstream LDAR,3.930000066757202,-1.4800000190734863
Cameroon,Africa,Offshore oil,Upstream LDAR,1.0499999523162842,-1.4800000190734863
Angola,Africa,Offshore oil,Upstream LDAR,3.9200000762939453,-1.4800000190734863
Equatorial Guinea,Africa,Offshore gas,Upstream LDAR,2.7100000381469727,-1.4800000190734863
Equatorial Guinea,Africa,Offshore oil,Upstream LDAR,0.9599999785423279,-1.4800000190734863
Democratic Republic of Congo,Africa,Offshore oil,Upstream LDAR,0.15000000596046448,-1.4800000190734863
Ecuador,Central and South America,Onshore conventional gas,Replace with electric motor,0.05000000074505806,-1.4800000190734863
Congo,Africa,Offshore oil,Upstream LDAR,1.7599999904632568,-1.4800000190734863
Congo,Africa,Offshore gas,Upstream LDAR,0.05999999865889549,-1.4800000190734863
Cameroon,Africa,Offshore gas,Upstream LDAR,0.7300000190734863,-1.4800000190734863
Colombia,Central and South America,Downstream oil,Downstream LDAR,0.029999999329447746,-1.4700000286102295
Colombia,Central and South America,Downstream gas,Downstream LDAR,8.020000457763672,-1.4700000286102295
Ecuador,Central and South America,Downstream oil,Downstream LDAR,0.029999999329447746,-1.4700000286102295
Ecuador,Central and South America,Downstream gas,Downstream LDAR,0.49000000953674316,-1.4700000286102295
Cuba,Central and South America,Downstream gas,Downstream LDAR,0.7300000190734863,-1.4700000286102295
Cuba,Central and South America,Downstream oil,Downstream LDAR,0.009999999776482582,-1.4700000286102295
Argentina,Central and South America,Downstream gas,Downstream LDAR,38.720001220703125,-1.4700000286102295
Argentina,Central and South America,Downstream oil,Downstream LDAR,0.07999999821186066,-1.4700000286102295
Bolivia,Central and South America,Downstream gas,Downstream LDAR,3.8299999237060547,-1.4700000286102295
Bolivia,Central and South America,Downstream oil,Downstream LDAR,0.009999999776482582,-1.4700000286102295
Trinidad and Tobago,Central and South America,Downstream gas,Downstream LDAR,9.199999809265137,-1.4700000286102295
Peru,Central and South America,Downstream oil,Downstream LDAR,0.019999999552965164,-1.4700000286102295
Peru,Central and South America,Downstream gas,Downstream LDAR,3.690000057220459,-1.4700000286102295
Venezuela,Central and South America,Downstream oil,Downstream LDAR,0.10000000149011612,-1.4700000286102295
Venezuela,Central and South America,Downstream gas,Downstream LDAR,27.850000381469727,-1.4700000286102295
Yemen,Middle East,Onshore conventional gas,Upstream LDAR,0.029999999329447746,-1.4600000381469727
Yemen,Middle East,Onshore conventional oil,Upstream LDAR,0.4099999964237213,-1.4600000381469727
United Arab Emirates,Middle East,Onshore conventional gas,Upstream LDAR,6.050000190734863,-1.4600000381469727
United Arab Emirates,Middle East,Onshore conventional oil,Upstream LDAR,3.5899999141693115,-1.4600000381469727
Qatar,Middle East,Onshore conventional gas,Upstream LDAR,0.27000001072883606,-1.4600000381469727
Qatar,Middle East,Onshore conventional oil,Upstream LDAR,0.4000000059604645,-1.4600000381469727
Other EU17 countries,Europe,Onshore conventional oil,Upstream LDAR,0.03999999910593033,-1.4600000381469727
Other EU17 countries,Europe,Onshore conventional gas,Upstream LDAR,0.12999999523162842,-1.4600000381469727
Other EU7 countries,Europe,Unconventional gas,Upstream LDAR,0.029999999329447746,-1.4600000381469727
Other EU7 countries,Europe,Onshore conventional oil,Upstream LDAR,0.09000000357627869,-1.4600000381469727
Other EU7 countries,Europe,Onshore conventional gas,Upstream LDAR,0.38999998569488525,-1.4600000381469727
Oman,Middle East,Onshore conventional gas,Upstream LDAR,4.889999866485596,-1.4600000381469727
Oman,Middle East,Onshore conventional oil,Upstream LDAR,2.390000104904175,-1.4600000381469727
Oman,Middle East,Unconventional gas,Upstream LDAR,3.509999990463257,-1.4600000381469727
Syria,Middle East,Onshore conventional gas,Upstream LDAR,0.3499999940395355,-1.4600000381469727
Syria,Middle East,Onshore conventional oil,Upstream LDAR,0.699999988079071,-1.4600000381469727
Saudi Arabia,Middle East,Unconventional gas,Upstream LDAR,0.800000011920929,-1.4600000381469727
Slovenia,Europe,Onshore conventional oil,Upstream LDAR,0.10999999940395355,-1.4600000381469727
Slovenia,Europe,Onshore conventional gas,Upstream LDAR,0.019999999552965164,-1.4600000381469727
Saudi Arabia,Middle East,Onshore conventional gas,Upstream LDAR,5.21999979019165,-1.4600000381469727
Saudi Arabia,Middle East,Onshore conventional oil,Upstream LDAR,10.979999542236328,-1.4600000381469727
Romania,Europe,Onshore conventional oil,Upstream LDAR,0.1899999976158142,-1.4600000381469727
Romania,Europe,Onshore conventional gas,Upstream LDAR,1.6799999475479126,-1.4600000381469727
Bahrain,Middle East,Onshore conventional gas,Upstream LDAR,2.8499999046325684,-1.4600000381469727
Bahrain,Middle East,Onshore conventional oil,Upstream LDAR,0.41999998688697815,-1.4600000381469727
Kuwait,Middle East,Onshore conventional gas,Upstream LDAR,2.140000104904175,-1.4600000381469727
Kuwait,Middle East,Onshore conventional oil,Upstream LDAR,4.550000190734863,-1.4600000381469727
Iraq,Middle East,Onshore conventional oil,Upstream LDAR,11.520000457763672,-1.4600000381469727
Iraq,Middle East,Onshore conventional gas,Upstream LDAR,2.130000114440918,-1.4600000381469727
Israel,Europe,Downstream oil,Downstream LDAR,0.009999999776482582,-1.4600000381469727
Israel,Europe,Downstream gas,Downstream LDAR,3.559999942779541,-1.4600000381469727
Iran,Middle East,Onshore conventional gas,Upstream LDAR,14.319999694824219,-1.4600000381469727
Iran,Middle East,Onshore conventional oil,Upstream LDAR,9.970000267028809,-1.4600000381469727
Mexico,North America,Unconventional gas,Upstream LDAR,0.07000000029802322,-1.4299999475479126
Mexico,North America,Onshore conventional oil,Upstream LDAR,1.590000033378601,-1.4299999475479126
Mexico,North America,Onshore conventional gas,Upstream LDAR,3.859999895095825,-1.4299999475479126
Ecuador,Central and South America,Downstream gas,Replace with electric motor,0.12999999523162842,-1.4299999475479126
Nigeria,Africa,Onshore conventional oil,Other,3.869999885559082,-1.399999976158142
Israel,Europe,Downstream gas,Replace with electric motor,0.9399999976158142,-1.399999976158142
Mexico,North America,Offshore gas,Upstream LDAR,4.070000171661377,-1.340000033378601
Mexico,North America,Offshore oil,Upstream LDAR,7.980000019073486,-1.340000033378601
New Zealand,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.17000000178813934,-1.340000033378601
New Zealand,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.009999999776482582,-1.340000033378601
Australia,Asia Pacific,Unconventional gas,Upstream LDAR,7.159999847412109,-1.340000033378601
Australia,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.14000000059604645,-1.340000033378601
Australia,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.6600000262260437,-1.340000033378601
Algeria,Africa,Unconventional gas,Upstream LDAR,0.6000000238418579,-1.2699999809265137
Algeria,Africa,Onshore conventional gas,Upstream LDAR,20.81999969482422,-1.2699999809265137
Algeria,Africa,Onshore conventional oil,Upstream LDAR,8.329999923706055,-1.2699999809265137
Egypt,Africa,Onshore conventional gas,Upstream LDAR,2.4000000953674316,-1.2699999809265137
Egypt,Africa,Unconventional gas,Upstream LDAR,0.47999998927116394,-1.2699999809265137
Egypt,Africa,Onshore conventional oil,Upstream LDAR,1.4199999570846558,-1.2699999809265137
Libya,Africa,Onshore conventional gas,Upstream LDAR,3.890000104904175,-1.2699999809265137
Libya,Africa,Onshore conventional oil,Upstream LDAR,8.289999961853027,-1.2699999809265137
Tunisia,Africa,Onshore conventional gas,Upstream LDAR,0.23000000417232513,-1.2699999809265137
Tunisia,Africa,Onshore conventional oil,Upstream LDAR,0.10999999940395355,-1.2699999809265137
Peru,Central and South America,Onshore conventional gas,Replace with electric motor,4.869999885559082,-1.2699999809265137
Peru,Central and South America,Downstream gas,Replace with electric motor,0.9700000286102295,-1.25
Tunisia,Africa,Onshore conventional gas,Install plunger,0.05000000074505806,-1.25
Uzbekistan,Russia & Caspian,Onshore conventional gas,Replace with electric motor,73.86000061035156,-1.25
Libya,Africa,Onshore conventional gas,Install plunger,0.8799999952316284,-1.25
Egypt,Africa,Unconventional gas,Install plunger,0.10999999940395355,-1.25
Egypt,Africa,Onshore conventional gas,Install plunger,0.550000011920929,-1.25
Algeria,Africa,Onshore conventional gas,Install plunger,4.730000019073486,-1.25
Algeria,Africa,Unconventional gas,Install plunger,0.14000000059604645,-1.25
Ukraine,Europe,Downstream gas,Other,11.6899995803833,-1.2400000095367432
Poland,Europe,Downstream gas,Other,4.230000019073486,-1.2400000095367432
Russia,Russia & Caspian,Onshore conventional gas,Upstream LDAR,315.2099914550781,-1.2100000381469727
Russia,Russia & Caspian,Onshore conventional oil,Upstream LDAR,65.6500015258789,-1.2100000381469727
Azerbaijan,Russia & Caspian,Onshore conventional gas,Replace with electric motor,0.18000000715255737,-1.2000000476837158
Azerbaijan,Russia & Caspian,Onshore conventional oil,Replace with electric motor,1.2899999618530273,-1.190000057220459
Angola,Africa,Onshore conventional gas,Upstream LDAR,0.6399999856948853,-1.1799999475479126
Angola,Africa,Onshore conventional oil,Upstream LDAR,0.07000000029802322,-1.1799999475479126
Cameroon,Africa,Onshore conventional gas,Upstream LDAR,0.019999999552965164,-1.1799999475479126
Democratic Republic of Congo,Africa,Onshore conventional oil,Upstream LDAR,0.07000000029802322,-1.1799999475479126
Congo,Africa,Onshore conventional gas,Upstream LDAR,0.05999999865889549,-1.1799999475479126
Congo,Africa,Onshore conventional oil,Upstream LDAR,0.17000000178813934,-1.1799999475479126
Chad,Africa,Onshore conventional oil,Upstream LDAR,0.30000001192092896,-1.1799999475479126
Namibia,Africa,Onshore conventional gas,Upstream LDAR,0.019999999552965164,-1.1799999475479126
Mozambique,Africa,Onshore conventional gas,Upstream LDAR,1.2599999904632568,-1.1799999475479126
Nigeria,Africa,Onshore conventional gas,Upstream LDAR,8.329999923706055,-1.1799999475479126
Nigeria,Africa,Onshore conventional oil,Upstream LDAR,3.259999990463257,-1.1799999475479126
Gabon,Africa,Onshore conventional gas,Upstream LDAR,0.07999999821186066,-1.1799999475479126
Gabon,Africa,Onshore conventional oil,Upstream LDAR,0.6700000166893005,-1.1799999475479126
Ghana,Africa,Onshore conventional oil,Upstream LDAR,0.019999999552965164,-1.1799999475479126
South Africa,Africa,Downstream oil,Downstream LDAR,0.009999999776482582,-1.1799999475479126
South Sudan,Africa,Onshore conventional oil,Upstream LDAR,0.5199999809265137,-1.1799999475479126
Sudan,Africa,Onshore conventional oil,Upstream LDAR,0.3799999952316284,-1.1799999475479126
Sierra Leone,Africa,Onshore conventional gas,Upstream LDAR,0.07000000029802322,-1.1799999475479126
Sierra Leone,Africa,Onshore conventional oil,Upstream LDAR,0.009999999776482582,-1.1799999475479126
Tanzania,Africa,Onshore conventional gas,Upstream LDAR,0.03999999910593033,-1.1799999475479126
Tanzania,Africa,Onshore conventional oil,Upstream LDAR,0.10999999940395355,-1.1799999475479126
Poland,Europe,Downstream gas,Downstream LDAR,4.900000095367432,-1.1799999475479126
Poland,Europe,Downstream oil,Downstream LDAR,0.019999999552965164,-1.1799999475479126
Other countries in Europe,Europe,Downstream gas,Other,6.96999979019165,-1.1799999475479126
Ukraine,Europe,Downstream oil,Downstream LDAR,0.019999999552965164,-1.1799999475479126
Ukraine,Europe,Downstream gas,Downstream LDAR,13.5600004196167,-1.1799999475479126
Kazakhstan,Russia & Caspian,Onshore conventional gas,Replace with electric motor,37.209999084472656,-1.1699999570846558
Azerbaijan,Russia & Caspian,Downstream gas,Replace with electric motor,2.4800000190734863,-1.1699999570846558
Kazakhstan,Russia & Caspian,Onshore conventional oil,Replace with electric motor,143.27000427246094,-1.159999966621399
Venezuela,Central and South America,Downstream gas,Replace with electric motor,7.5,-1.159999966621399
Venezuela,Central and South America,Onshore conventional gas,Replace with electric motor,15.149999618530273,-1.149999976158142
Kazakhstan,Russia & Caspian,Downstream gas,Replace with electric motor,5.489999771118164,-1.149999976158142
Colombia,Central and South America,Onshore conventional gas,Replace with electric motor,4.519999980926514,-1.149999976158142
Colombia,Central and South America,Downstream gas,Replace with electric motor,2.1600000858306885,-1.149999976158142
Uzbekistan,Russia & Caspian,Downstream gas,Replace with electric motor,18.100000381469727,-1.1399999856948853
United Kingdom,Europe,Downstream gas,Replace with electric motor,4.559999942779541,-1.1100000143051147
Tanzania,Africa,Onshore conventional gas,Install plunger,0.009999999776482582,-1.1100000143051147
Tanzania,Africa,Unconventional gas,Install plunger,0.009999999776482582,-1.1100000143051147
Tanzania,Africa,Offshore gas,Install plunger,0.009999999776482582,-1.1100000143051147
Congo,Africa,Onshore conventional gas,Install plunger,0.009999999776482582,-1.1100000143051147
Argentina,Central and South America,Downstream gas,Replace with electric motor,10.180000305175781,-1.1100000143051147
