The Energy Technology RD&D Budgets database and an overview of the database are available here: https://www.iea.org/data-and-statistics/data-product/energy-technology-rd-and-d-budget-database-2
If you have any question about the data please contact RDD@iea.org
Please note that your use of IEA data is subject to the Terms and Conditions found here: https://www.iea.org/terms
""
COUNTRY,PRODUCT,TIME,VALUE
AUSTRALI,USEXRMEI,2017,1.305
AUSTRALI,USEXRMEI,2018,1.339
AUSTRALI,USEXRMEI,2019,1.439
AUSTRALI,USEXRMEI,2020,1.454
AUSTRALI,USEXRMEI,2021,1.331
AUSTRALI,PPP,1974,0.826
AUSTRALI,PPP,1975,0.861
AUSTRALI,PPP,1976,0.9229999999999999
AUSTRALI,PPP,1977,0.953
AUSTRALI,PPP,1978,0.963
AUSTRALI,PPP,1979,0.976
AUSTRALI,PPP,1980,0.983
AUSTRALI,PPP,1981,0.987
AUSTRALI,PPP,1982,1.041
AUSTRALI,PPP,1983,1.088
AUSTRALI,PPP,1984,1.112
AUSTRALI,PPP,1985,1.139
AUSTRALI,PPP,1986,1.193
AUSTRALI,PPP,1987,1.2429999999999999
AUSTRALI,PPP,1988,1.301
AUSTRALI,PPP,1989,1.35
AUSTRALI,PPP,1990,1.365
AUSTRALI,PPP,1991,1.348
AUSTRALI,PPP,1992,1.328
AUSTRALI,PPP,1993,1.3119999999999998
AUSTRALI,PPP,1994,1.301
AUSTRALI,PPP,1995,1.31
AUSTRALI,PPP,1996,1.3119999999999998
AUSTRALI,PPP,1997,1.308
AUSTRALI,PPP,1998,1.3
AUSTRALI,PPP,1999,1.297
AUSTRALI,PPP,2000,1.3119999999999998
AUSTRALI,PPP,2001,1.3259999999999998
AUSTRALI,PPP,2002,1.3359999999999999
AUSTRALI,PPP,2003,1.3530000000000002
AUSTRALI,PPP,2004,1.3659999999999999
AUSTRALI,PPP,2005,1.3880000000000001
AUSTRALI,PPP,2006,1.4040000000000001
AUSTRALI,PPP,2007,1.4269999999999998
AUSTRALI,PPP,2008,1.479
AUSTRALI,PPP,2009,1.443
AUSTRALI,PPP,2010,1.5030000000000001
AUSTRALI,PPP,2011,1.511
AUSTRALI,PPP,2012,1.54
AUSTRALI,PPP,2013,1.4469999999999998
AUSTRALI,PPP,2014,1.452
AUSTRALI,PPP,2015,1.474
AUSTRALI,PPP,2016,1.45
AUSTRALI,PPP,2017,1.4780000000000002
AUSTRALI,PPP,2018,1.47
AUSTRALI,PPP,2019,1.483
AUSTRALI,PPP,2020,1.446
AUSTRALI,PPP,2021,1.464
AUSTRALI,GDPNCN,1974,64064.139
AUSTRALI,GDPNCN,1975,75628.685
AUSTRALI,GDPNCN,1976,88472.26400000001
AUSTRALI,GDPNCN,1977,102116.101
AUSTRALI,GDPNCN,1978,111514.881
AUSTRALI,GDPNCN,1979,126046.364
AUSTRALI,GDPNCN,1980,142878.179
AUSTRALI,GDPNCN,1981,163822.425
AUSTRALI,GDPNCN,1982,183725.087
AUSTRALI,GDPNCN,1983,198758.703
AUSTRALI,GDPNCN,1984,223972.457
AUSTRALI,GDPNCN,1985,248667.783
AUSTRALI,GDPNCN,1986,270325.87
AUSTRALI,GDPNCN,1987,303845.606
AUSTRALI,GDPNCN,1988,345501.42299999995
AUSTRALI,GDPNCN,1989,388846.492
AUSTRALI,GDPNCN,1990,414520.076
AUSTRALI,GDPNCN,1991,416163.32399999996
AUSTRALI,GDPNCN,1992,432341.0
AUSTRALI,GDPNCN,1993,454347.51700000005
AUSTRALI,GDPNCN,1994,482641.48600000003
AUSTRALI,GDPNCN,1995,510904.035
AUSTRALI,GDPNCN,1996,542052.488
AUSTRALI,GDPNCN,1997,572725.338
AUSTRALI,GDPNCN,1998,605502.884
AUSTRALI,GDPNCN,1999,637556.358
AUSTRALI,GDPNCN,2000,686314.074
AUSTRALI,GDPNCN,2001,729316.666
AUSTRALI,GDPNCN,2002,781593.2609999999
AUSTRALI,GDPNCN,2003,829822.651
AUSTRALI,GDPNCN,2004,893776.818
AUSTRALI,GDPNCN,2005,963014.745
AUSTRALI,GDPNCN,2006,1038486.747
AUSTRALI,GDPNCN,2007,1131717.611
AUSTRALI,GDPNCN,2008,1234575.377
AUSTRALI,GDPNCN,2009,1263727.57
AUSTRALI,GDPNCN,2010,1363352.136
AUSTRALI,GDPNCN,2011,1467407.889
AUSTRALI,GDPNCN,2012,1514976.792
AUSTRALI,GDPNCN,2013,1568503.06
AUSTRALI,GDPNCN,2014,1613516.8
AUSTRALI,GDPNCN,2015,1638473.0
AUSTRALI,GDPNCN,2016,1699075.572
AUSTRALI,GDPNCN,2017,1802358.0969999998
AUSTRALI,GDPNCN,2018,1893991.335
AUSTRALI,GDPNCN,2019,1993953.792
AUSTRALI,GDPNCN,2020,1965926.593
AUSTRALI,GDPNCN,2021,2172566.739
AUSTRALI,GDPDEF,1974,13.634
AUSTRALI,GDPDEF,1975,15.883
AUSTRALI,GDPDEF,1976,18.111
AUSTRALI,GDPDEF,1977,20.179000000000002
AUSTRALI,GDPDEF,1978,21.840999999999998
AUSTRALI,GDPDEF,1979,23.726
AUSTRALI,GDPDEF,1980,26.101999999999997
AUSTRALI,GDPDEF,1981,28.741999999999997
AUSTRALI,GDPDEF,1982,32.213
AUSTRALI,GDPDEF,1983,35.015
AUSTRALI,GDPDEF,1984,37.103
AUSTRALI,GDPDEF,1985,39.062
AUSTRALI,GDPDEF,1986,41.45
AUSTRALI,GDPDEF,1987,44.416000000000004
AUSTRALI,GDPDEF,1988,48.445
AUSTRALI,GDPDEF,1989,52.108000000000004
AUSTRALI,GDPDEF,1990,54.733000000000004
AUSTRALI,GDPDEF,1991,55.503
AUSTRALI,GDPDEF,1992,56.22
AUSTRALI,GDPDEF,1993,56.843999999999994
AUSTRALI,GDPDEF,1994,57.593
AUSTRALI,GDPDEF,1995,59.216
AUSTRALI,GDPDEF,1996,60.391999999999996
AUSTRALI,GDPDEF,1997,61.0
AUSTRALI,GDPDEF,1998,61.626000000000005
AUSTRALI,GDPDEF,1999,62.184
AUSTRALI,GDPDEF,2000,64.92699999999999
AUSTRALI,GDPDEF,2001,67.205
AUSTRALI,GDPDEF,2002,69.139
AUSTRALI,GDPDEF,2003,71.256
AUSTRALI,GDPDEF,2004,73.718
AUSTRALI,GDPDEF,2005,77.119
AUSTRALI,GDPDEF,2006,81.051
AUSTRALI,GDPDEF,2007,84.634
AUSTRALI,GDPDEF,2008,90.01899999999999
AUSTRALI,GDPDEF,2009,90.416
AUSTRALI,GDPDEF,2010,95.223
AUSTRALI,GDPDEF,2011,99.671
AUSTRALI,GDPDEF,2012,99.15799999999999
AUSTRALI,GDPDEF,2013,100.445
AUSTRALI,GDPDEF,2014,100.75200000000001
AUSTRALI,GDPDEF,2015,100.0
AUSTRALI,GDPDEF,2016,100.97200000000001
AUSTRALI,GDPDEF,2017,104.62200000000001
AUSTRALI,GDPDEF,2018,106.978
AUSTRALI,GDPDEF,2019,110.42
AUSTRALI,GDPDEF,2020,111.294
AUSTRALI,GDPDEF,2021,117.478
AUSTRIA,USEXRMEI,1974,1.358
AUSTRIA,USEXRMEI,1975,1.266
AUSTRIA,USEXRMEI,1976,1.304
AUSTRIA,USEXRMEI,1977,1.2009999999999998
AUSTRIA,USEXRMEI,1978,1.056
AUSTRIA,USEXRMEI,1979,0.972
AUSTRIA,USEXRMEI,1980,0.94
AUSTRIA,USEXRMEI,1981,1.157
AUSTRIA,USEXRMEI,1982,1.24
AUSTRIA,USEXRMEI,1983,1.306
AUSTRIA,USEXRMEI,1984,1.454
AUSTRIA,USEXRMEI,1985,1.5030000000000001
AUSTRIA,USEXRMEI,1986,1.11
AUSTRIA,USEXRMEI,1987,0.919
AUSTRIA,USEXRMEI,1988,0.897
AUSTRIA,USEXRMEI,1989,0.9620000000000001
AUSTRIA,USEXRMEI,1990,0.826
AUSTRIA,USEXRMEI,1991,0.848
AUSTRIA,USEXRMEI,1992,0.799
AUSTRIA,USEXRMEI,1993,0.845
AUSTRIA,USEXRMEI,1994,0.83
AUSTRIA,USEXRMEI,1995,0.733
AUSTRIA,USEXRMEI,1996,0.769
AUSTRIA,USEXRMEI,1997,0.8859999999999999
AUSTRIA,USEXRMEI,1998,0.899
AUSTRIA,USEXRMEI,1999,0.9390000000000001
AUSTRIA,USEXRMEI,2000,1.085
AUSTRIA,USEXRMEI,2001,1.117
AUSTRIA,USEXRMEI,2002,1.061
AUSTRIA,USEXRMEI,2003,0.885
AUSTRIA,USEXRMEI,2004,0.805
AUSTRIA,USEXRMEI,2005,0.805
AUSTRIA,USEXRMEI,2006,0.797
AUSTRIA,USEXRMEI,2007,0.73
AUSTRIA,USEXRMEI,2008,0.684
AUSTRIA,USEXRMEI,2009,0.72
AUSTRIA,USEXRMEI,2010,0.755
AUSTRIA,USEXRMEI,2011,0.7190000000000001
AUSTRIA,USEXRMEI,2012,0.778
AUSTRIA,USEXRMEI,2013,0.753
AUSTRIA,USEXRMEI,2014,0.754
AUSTRIA,USEXRMEI,2015,0.9009999999999999
AUSTRIA,USEXRMEI,2016,0.904
AUSTRIA,USEXRMEI,2017,0.887
AUSTRIA,USEXRMEI,2018,0.847
AUSTRIA,USEXRMEI,2019,0.893
AUSTRIA,USEXRMEI,2020,0.878
AUSTRIA,USEXRMEI,2021,0.846
AUSTRIA,PPP,1974,1.091
AUSTRIA,PPP,1975,1.063
AUSTRIA,PPP,1976,1.064
AUSTRIA,PPP,1977,1.054
AUSTRIA,PPP,1978,1.043
AUSTRIA,PPP,1979,1.003
AUSTRIA,PPP,1980,0.971
AUSTRIA,PPP,1981,0.9470000000000001
AUSTRIA,PPP,1982,0.94
AUSTRIA,PPP,1983,0.9359999999999999
AUSTRIA,PPP,1984,0.948
AUSTRIA,PPP,1985,0.946
AUSTRIA,PPP,1986,0.955
AUSTRIA,PPP,1987,0.9540000000000001
AUSTRIA,PPP,1988,0.9359999999999999
AUSTRIA,PPP,1989,0.927
AUSTRIA,PPP,1990,0.9209999999999999
AUSTRIA,PPP,1991,0.9229999999999999
AUSTRIA,PPP,1992,0.934
AUSTRIA,PPP,1993,0.937
AUSTRIA,PPP,1994,0.941
AUSTRIA,PPP,1995,0.938
AUSTRIA,PPP,1996,0.934
AUSTRIA,PPP,1997,0.932
AUSTRIA,PPP,1998,0.9229999999999999
AUSTRIA,PPP,1999,0.924
AUSTRIA,PPP,2000,0.9079999999999999
AUSTRIA,PPP,2001,0.9229999999999999
AUSTRIA,PPP,2002,0.9
AUSTRIA,PPP,2003,0.888
AUSTRIA,PPP,2004,0.878
AUSTRIA,PPP,2005,0.882
AUSTRIA,PPP,2006,0.86
AUSTRIA,PPP,2007,0.868
AUSTRIA,PPP,2008,0.8540000000000001
AUSTRIA,PPP,2009,0.8440000000000001
AUSTRIA,PPP,2010,0.8420000000000001
AUSTRIA,PPP,2011,0.831
AUSTRIA,PPP,2012,0.8140000000000001
AUSTRIA,PPP,2013,0.797
AUSTRIA,PPP,2014,0.799
AUSTRIA,PPP,2015,0.799
AUSTRIA,PPP,2016,0.777
AUSTRIA,PPP,2017,0.775
AUSTRIA,PPP,2018,0.765
AUSTRIA,PPP,2019,0.7709999999999999
AUSTRIA,PPP,2020,0.764
AUSTRIA,PPP,2021,0.746
AUSTRIA,GDPNCN,1974,47075.03400000001
AUSTRIA,GDPNCN,1975,49932.573
AUSTRIA,GDPNCN,1976,55155.85400000001
AUSTRIA,GDPNCN,1977,60971.174000000006
AUSTRIA,GDPNCN,1978,64489.931
AUSTRIA,GDPNCN,1979,70739.695
AUSTRIA,GDPNCN,1980,75980.0
AUSTRIA,GDPNCN,1981,80885.0
AUSTRIA,GDPNCN,1982,86824.0
AUSTRIA,GDPNCN,1983,92523.0
AUSTRIA,GDPNCN,1984,97131.0
AUSTRIA,GDPNCN,1985,102372.0
AUSTRIA,GDPNCN,1986,107602.0
AUSTRIA,GDPNCN,1987,111721.0
AUSTRIA,GDPNCN,1988,119625.0
AUSTRIA,GDPNCN,1989,127959.0
AUSTRIA,GDPNCN,1990,137525.0
AUSTRIA,GDPNCN,1991,147439.0
AUSTRIA,GDPNCN,1992,155762.0
AUSTRIA,GDPNCN,1993,160900.0
AUSTRIA,GDPNCN,1994,168925.0
AUSTRIA,GDPNCN,1995,176578.0
AUSTRIA,GDPNCN,1996,182541.0
AUSTRIA,GDPNCN,1997,188724.0
AUSTRIA,GDPNCN,1998,196347.0
AUSTRIA,GDPNCN,1999,203851.0
AUSTRIA,GDPNCN,2000,213606.0
AUSTRIA,GDPNCN,2001,220525.0
AUSTRIA,GDPNCN,2002,226735.0
AUSTRIA,GDPNCN,2003,231863.0
AUSTRIA,GDPNCN,2004,242348.0
AUSTRIA,GDPNCN,2005,254075.0
AUSTRIA,GDPNCN,2006,267824.0
AUSTRIA,GDPNCN,2007,283978.0
AUSTRIA,GDPNCN,2008,293762.0
AUSTRIA,GDPNCN,2009,288044.0
AUSTRIA,GDPNCN,2010,295897.0
AUSTRIA,GDPNCN,2011,310129.0
AUSTRIA,GDPNCN,2012,318653.0
AUSTRIA,GDPNCN,2013,323910.0
AUSTRIA,GDPNCN,2014,333146.0
AUSTRIA,GDPNCN,2015,344269.0
AUSTRIA,GDPNCN,2016,357608.0
AUSTRIA,GDPNCN,2017,369362.0
AUSTRIA,GDPNCN,2018,385423.999
AUSTRIA,GDPNCN,2019,397518.999
AUSTRIA,GDPNCN,2020,379321.0
AUSTRIA,GDPNCN,2021,403370.0
AUSTRIA,GDPDEF,1974,31.096
AUSTRIA,GDPDEF,1975,33.104
AUSTRIA,GDPDEF,1976,34.966
AUSTRIA,GDPDEF,1977,36.784
AUSTRIA,GDPDEF,1978,38.989000000000004
AUSTRIA,GDPDEF,1979,40.593
AUSTRIA,GDPDEF,1980,42.858000000000004
AUSTRIA,GDPDEF,1981,45.67
AUSTRIA,GDPDEF,1982,48.105
AUSTRIA,GDPDEF,1983,49.864
AUSTRIA,GDPDEF,1984,52.175
AUSTRIA,GDPDEF,1985,53.783
AUSTRIA,GDPDEF,1986,55.238
AUSTRIA,GDPDEF,1987,56.405
AUSTRIA,GDPDEF,1988,59.82
AUSTRIA,GDPDEF,1989,61.593999999999994
AUSTRIA,GDPDEF,1990,63.441
AUSTRIA,GDPDEF,1991,65.752
AUSTRIA,GDPDEF,1992,68.039
AUSTRIA,GDPDEF,1993,69.915
AUSTRIA,GDPDEF,1994,71.68
AUSTRIA,GDPDEF,1995,72.98100000000001
AUSTRIA,GDPDEF,1996,73.678
AUSTRIA,GDPDEF,1997,74.612
AUSTRIA,GDPDEF,1998,74.941
AUSTRIA,GDPDEF,1999,75.134
AUSTRIA,GDPDEF,2000,76.158
AUSTRIA,GDPDEF,2001,77.641
AUSTRIA,GDPDEF,2002,78.531
AUSTRIA,GDPDEF,2003,79.558
AUSTRIA,GDPDEF,2004,80.942
AUSTRIA,GDPDEF,2005,82.99600000000001
AUSTRIA,GDPDEF,2006,84.566
AUSTRIA,GDPDEF,2007,86.445
AUSTRIA,GDPDEF,2008,88.13600000000001
AUSTRIA,GDPDEF,2009,89.801
AUSTRIA,GDPDEF,2010,90.585
AUSTRIA,GDPDEF,2011,92.24600000000001
AUSTRIA,GDPDEF,2012,94.141
AUSTRIA,GDPDEF,2013,95.669
AUSTRIA,GDPDEF,2014,97.751
AUSTRIA,GDPDEF,2015,100.0
AUSTRIA,GDPDEF,2016,101.848
AUSTRIA,GDPDEF,2017,102.87200000000001
AUSTRIA,GDPDEF,2018,104.726
AUSTRIA,GDPDEF,2019,106.425
AUSTRIA,GDPDEF,2020,108.88600000000001
AUSTRIA,GDPDEF,2021,110.821
BELGIUM,USEXRMEI,1974,0.966
BELGIUM,USEXRMEI,1975,0.912
BELGIUM,USEXRMEI,1976,0.9570000000000001
BELGIUM,USEXRMEI,1977,0.889
BELGIUM,USEXRMEI,1978,0.7809999999999999
BELGIUM,USEXRMEI,1979,0.727
BELGIUM,USEXRMEI,1980,0.725
BELGIUM,USEXRMEI,1981,0.9209999999999999
BELGIUM,USEXRMEI,1982,1.133
BELGIUM,USEXRMEI,1983,1.2670000000000001
BELGIUM,USEXRMEI,1984,1.432
BELGIUM,USEXRMEI,1985,1.473
BELGIUM,USEXRMEI,1986,1.1079999999999999
BELGIUM,USEXRMEI,1987,0.9259999999999999
BELGIUM,USEXRMEI,1988,0.912
BELGIUM,USEXRMEI,1989,0.977
BELGIUM,USEXRMEI,1990,0.8290000000000001
BELGIUM,USEXRMEI,1991,0.847
BELGIUM,USEXRMEI,1992,0.797
BELGIUM,USEXRMEI,1993,0.856
BELGIUM,USEXRMEI,1994,0.8290000000000001
BELGIUM,USEXRMEI,1995,0.731
BELGIUM,USEXRMEI,1996,0.768
BELGIUM,USEXRMEI,1997,0.8859999999999999
BELGIUM,USEXRMEI,1998,0.9
BELGIUM,USEXRMEI,1999,0.9390000000000001
BELGIUM,USEXRMEI,2000,1.085
BELGIUM,USEXRMEI,2001,1.117
BELGIUM,USEXRMEI,2002,1.061
BELGIUM,USEXRMEI,2003,0.885
BELGIUM,USEXRMEI,2004,0.805
BELGIUM,USEXRMEI,2005,0.805
BELGIUM,USEXRMEI,2006,0.797
BELGIUM,USEXRMEI,2007,0.73
BELGIUM,USEXRMEI,2008,0.684
BELGIUM,USEXRMEI,2009,0.72
BELGIUM,USEXRMEI,2010,0.755
BELGIUM,USEXRMEI,2011,0.7190000000000001
BELGIUM,USEXRMEI,2012,0.778
BELGIUM,USEXRMEI,2013,0.753
BELGIUM,USEXRMEI,2014,0.754
BELGIUM,USEXRMEI,2015,0.9009999999999999
BELGIUM,USEXRMEI,2016,0.904
BELGIUM,USEXRMEI,2017,0.887
BELGIUM,USEXRMEI,2018,0.847
BELGIUM,USEXRMEI,2019,0.893
BELGIUM,USEXRMEI,2020,0.878
BELGIUM,USEXRMEI,2021,0.846
BELGIUM,PPP,1974,0.953
BELGIUM,PPP,1975,0.9790000000000001
BELGIUM,PPP,1976,0.998
BELGIUM,PPP,1977,1.01
BELGIUM,PPP,1978,0.985
BELGIUM,PPP,1979,0.951
BELGIUM,PPP,1980,0.9079999999999999
BELGIUM,PPP,1981,0.872
BELGIUM,PPP,1982,0.883
BELGIUM,PPP,1983,0.898
BELGIUM,PPP,1984,0.9129999999999999
BELGIUM,PPP,1985,0.9259999999999999
BELGIUM,PPP,1986,0.934
BELGIUM,PPP,1987,0.9259999999999999
BELGIUM,PPP,1988,0.914
BELGIUM,PPP,1989,0.922
BELGIUM,PPP,1990,0.914
BELGIUM,PPP,1991,0.909
BELGIUM,PPP,1992,0.919
BELGIUM,PPP,1993,0.934
BELGIUM,PPP,1994,0.934
BELGIUM,PPP,1995,0.9259999999999999
BELGIUM,PPP,1996,0.9279999999999999
BELGIUM,PPP,1997,0.927
BELGIUM,PPP,1998,0.9359999999999999
BELGIUM,PPP,1999,0.9309999999999999
BELGIUM,PPP,2000,0.9
BELGIUM,PPP,2001,0.893
BELGIUM,PPP,2002,0.873
BELGIUM,PPP,2003,0.8759999999999999
BELGIUM,PPP,2004,0.888
BELGIUM,PPP,2005,0.892
BELGIUM,PPP,2006,0.8740000000000001
BELGIUM,PPP,2007,0.879
BELGIUM,PPP,2008,0.867
BELGIUM,PPP,2009,0.85
BELGIUM,PPP,2010,0.8370000000000001
BELGIUM,PPP,2011,0.8320000000000001
BELGIUM,PPP,2012,0.8220000000000001
BELGIUM,PPP,2013,0.8059999999999999
BELGIUM,PPP,2014,0.8
BELGIUM,PPP,2015,0.8
BELGIUM,PPP,2016,0.7809999999999999
BELGIUM,PPP,2017,0.7759999999999999
BELGIUM,PPP,2018,0.7659999999999999
BELGIUM,PPP,2019,0.767
BELGIUM,PPP,2020,0.746
BELGIUM,PPP,2021,0.741
BELGIUM,GDPNCN,1974,52596.170999999995
BELGIUM,GDPNCN,1975,58209.578
BELGIUM,GDPNCN,1976,66157.997
BELGIUM,GDPNCN,1977,71551.216
BELGIUM,GDPNCN,1978,76839.40299999999
BELGIUM,GDPNCN,1979,82180.964
BELGIUM,GDPNCN,1980,89375.0
BELGIUM,GDPNCN,1981,93706.0
BELGIUM,GDPNCN,1982,101399.0
BELGIUM,GDPNCN,1983,107425.0
BELGIUM,GDPNCN,1984,116061.0
BELGIUM,GDPNCN,1985,123436.0
BELGIUM,GDPNCN,1986,129202.0
BELGIUM,GDPNCN,1987,134409.0
BELGIUM,GDPNCN,1988,143810.0
BELGIUM,GDPNCN,1989,155938.0
BELGIUM,GDPNCN,1990,165353.0
BELGIUM,GDPNCN,1991,173228.0
BELGIUM,GDPNCN,1992,181903.0
BELGIUM,GDPNCN,1993,187346.0
BELGIUM,GDPNCN,1994,197442.0
BELGIUM,GDPNCN,1995,210489.0
BELGIUM,GDPNCN,1996,214288.0
BELGIUM,GDPNCN,1997,224101.0
BELGIUM,GDPNCN,1998,232624.0
BELGIUM,GDPNCN,1999,242306.0
BELGIUM,GDPNCN,2000,256376.0
BELGIUM,GDPNCN,2001,264335.0
BELGIUM,GDPNCN,2002,273255.0
BELGIUM,GDPNCN,2003,281201.0
BELGIUM,GDPNCN,2004,296820.0
BELGIUM,GDPNCN,2005,310037.0
BELGIUM,GDPNCN,2006,325151.0
BELGIUM,GDPNCN,2007,343619.0
BELGIUM,GDPNCN,2008,351742.0
BELGIUM,GDPNCN,2009,346473.0
BELGIUM,GDPNCN,2010,363140.0
BELGIUM,GDPNCN,2011,375968.0
BELGIUM,GDPNCN,2012,386175.0
BELGIUM,GDPNCN,2013,392880.0
BELGIUM,GDPNCN,2014,403004.0
BELGIUM,GDPNCN,2015,416702.0
BELGIUM,GDPNCN,2016,430084.999
BELGIUM,GDPNCN,2017,445050.0
BELGIUM,GDPNCN,2018,460029.0
BELGIUM,GDPNCN,2019,478160.0
BELGIUM,GDPNCN,2020,456894.0
BELGIUM,GDPNCN,2021,506950.001
BELGIUM,GDPDEF,1974,27.8
BELGIUM,GDPDEF,1975,31.384
BELGIUM,GDPDEF,1976,33.760999999999996
BELGIUM,GDPDEF,1977,36.286
BELGIUM,GDPDEF,1978,37.891
BELGIUM,GDPDEF,1979,39.598
BELGIUM,GDPDEF,1980,41.232
BELGIUM,GDPDEF,1981,43.351000000000006
BELGIUM,GDPDEF,1982,46.633
BELGIUM,GDPDEF,1983,49.25
BELGIUM,GDPDEF,1984,51.928999999999995
BELGIUM,GDPDEF,1985,54.331
BELGIUM,GDPDEF,1986,55.851000000000006
BELGIUM,GDPDEF,1987,56.792
BELGIUM,GDPDEF,1988,58.023999999999994
BELGIUM,GDPDEF,1989,60.806999999999995
BELGIUM,GDPDEF,1990,62.516999999999996
BELGIUM,GDPDEF,1991,64.316
BELGIUM,GDPDEF,1992,66.518
BELGIUM,GDPDEF,1993,69.17399999999999
BELGIUM,GDPDEF,1994,70.623
BELGIUM,GDPDEF,1995,73.536
BELGIUM,GDPDEF,1996,73.887
BELGIUM,GDPDEF,1997,74.446
BELGIUM,GDPDEF,1998,75.791
BELGIUM,GDPDEF,1999,76.244
BELGIUM,GDPDEF,2000,77.781
BELGIUM,GDPDEF,2001,79.32300000000001
BELGIUM,GDPDEF,2002,80.624
BELGIUM,GDPDEF,2003,82.116
BELGIUM,GDPDEF,2004,83.68799999999999
BELGIUM,GDPDEF,2005,85.431
BELGIUM,GDPDEF,2006,87.366
BELGIUM,GDPDEF,2007,89.054
BELGIUM,GDPDEF,2008,90.75299999999999
BELGIUM,GDPDEF,2009,91.238
BELGIUM,GDPDEF,2010,92.964
BELGIUM,GDPDEF,2011,94.64399999999999
BELGIUM,GDPDEF,2012,96.5
BELGIUM,GDPDEF,2013,97.727
BELGIUM,GDPDEF,2014,98.68700000000001
BELGIUM,GDPDEF,2015,100.0
BELGIUM,GDPDEF,2016,101.921
BELGIUM,GDPDEF,2017,103.786
BELGIUM,GDPDEF,2018,105.363
BELGIUM,GDPDEF,2019,107.211
BELGIUM,GDPDEF,2020,108.588
BELGIUM,GDPDEF,2021,113.37100000000001
CANADA,USEXRMEI,1974,0.978
CANADA,USEXRMEI,1975,1.0170000000000001
CANADA,USEXRMEI,1976,0.986
CANADA,USEXRMEI,1977,1.063
CANADA,USEXRMEI,1978,1.141
CANADA,USEXRMEI,1979,1.171
CANADA,USEXRMEI,1980,1.169
CANADA,USEXRMEI,1981,1.199
CANADA,USEXRMEI,1982,1.2329999999999999
CANADA,USEXRMEI,1983,1.232
CANADA,USEXRMEI,1984,1.295
CANADA,USEXRMEI,1985,1.3659999999999999
CANADA,USEXRMEI,1986,1.389
CANADA,USEXRMEI,1987,1.3259999999999998
CANADA,USEXRMEI,1988,1.2309999999999999
CANADA,USEXRMEI,1989,1.1840000000000002
CANADA,USEXRMEI,1990,1.167
CANADA,USEXRMEI,1991,1.146
CANADA,USEXRMEI,1992,1.209
CANADA,USEXRMEI,1993,1.29
CANADA,USEXRMEI,1994,1.3659999999999999
CANADA,USEXRMEI,1995,1.3719999999999999
CANADA,USEXRMEI,1996,1.364
CANADA,USEXRMEI,1997,1.385
CANADA,USEXRMEI,1998,1.483
CANADA,USEXRMEI,1999,1.486
CANADA,USEXRMEI,2000,1.485
CANADA,USEXRMEI,2001,1.548
CANADA,USEXRMEI,2002,1.57
CANADA,USEXRMEI,2003,1.4
CANADA,USEXRMEI,2004,1.301
CANADA,USEXRMEI,2005,1.212
CANADA,USEXRMEI,2006,1.1340000000000001
CANADA,USEXRMEI,2007,1.074
CANADA,USEXRMEI,2008,1.068
CANADA,USEXRMEI,2009,1.141
